,date,voltage
579,2022-12-01 18:59:31.898,27.5
580,2022-12-01 19:00:34.021,27.5
581,2022-12-01 19:01:36.110,27.5
582,2022-12-01 19:02:38.227,27.5
583,2022-12-01 19:03:40.335,27.5
584,2022-12-01 19:04:42.444,27.5
585,2022-12-01 19:05:44.546,27.5
586,2022-12-01 19:06:46.650,27.5
587,2022-12-01 19:07:48.755,27.5
588,2022-12-01 19:08:50.863,27.5
589,2022-12-01 19:09:52.971,27.5
590,2022-12-01 19:10:55.077,27.5
591,2022-12-01 19:11:57.182,27.5
592,2022-12-01 19:12:59.289,27.5
593,2022-12-01 19:14:01.401,27.5
594,2022-12-01 19:15:03.507,27.5
595,2022-12-01 19:16:05.608,27.5
596,2022-12-01 19:17:07.714,27.5
597,2022-12-01 19:18:09.824,27.5
598,2022-12-01 19:19:11.928,27.5
599,2022-12-01 19:20:14.032,27.5
600,2022-12-01 19:20:53.369,27.8
601,2022-12-01 19:21:16.142,27.8
602,2022-12-01 19:21:32.703,28.1
603,2022-12-01 19:21:53.407,28.4
604,2022-12-01 19:22:18.251,28.6
605,2022-12-01 19:22:30.671,28.7
606,2022-12-01 19:23:20.356,28.8
607,2022-12-01 19:24:22.456,28.8
608,2022-12-01 19:25:24.552,28.8
609,2022-12-01 19:26:26.660,28.9
610,2022-12-01 19:26:37.010,29.0
611,2022-12-01 19:27:28.776,29.2
612,2022-12-01 19:27:45.339,29.3
613,2022-12-01 19:28:30.872,29.3
614,2022-12-01 19:29:32.992,29.3
615,2022-12-01 19:30:35.100,29.3
616,2022-12-01 19:31:37.205,29.3
617,2022-12-01 19:32:39.310,29.3
618,2022-12-01 19:33:41.412,29.3
619,2022-12-01 19:34:43.518,29.3
620,2022-12-01 19:35:45.623,29.2
621,2022-12-01 19:36:47.738,29.2
622,2022-12-01 19:37:49.842,29.2
623,2022-12-01 19:38:51.950,29.1
624,2022-12-01 19:39:54.055,28.5
625,2022-12-01 19:40:56.161,28.3
626,2022-12-01 19:41:58.268,28.3
627,2022-12-01 19:43:00.372,28.4
628,2022-12-01 19:44:02.477,28.5
629,2022-12-01 19:45:04.582,28.6
630,2022-12-01 19:46:06.686,28.8
631,2022-12-01 19:47:08.800,28.9
632,2022-12-01 19:48:10.908,29.0
633,2022-12-01 19:49:13.013,29.0
634,2022-12-01 19:50:15.116,29.2
635,2022-12-01 19:51:17.225,29.3
636,2022-12-01 19:52:19.328,29.3
637,2022-12-01 19:53:21.426,29.0
638,2022-12-01 19:54:23.513,28.7
639,2022-12-01 19:55:25.613,28.2
640,2022-12-01 19:56:27.722,28.3
641,2022-12-01 19:57:29.826,28.0
642,2022-12-01 19:58:31.933,27.5
